,x,y
0,1.0,4.28
1,1.1,4.0
2,1.2,3.64
3,1.3,3.28
4,1.4,2.9
5,1.5,2.54
6,1.6,2.16
7,1.9,1.25
8,2.3,0.54
9,2.7,0.22
10,3.0,0.1
