,x,y
0,0.45,3.11
1,0.57,5.5
2,0.46,2.92
3,0.5,3.0
4,0.35,2.55
5,0.37,2.76
6,0.56,6.6
7,0.518,5.38
8,0.47,4.32
9,0.42,2.85
10,0.55,4.2
11,0.51,5.48
12,0.52,5.4
13,0.498,5.0
14,0.53,5.65
15,0.527,5.67
16,0.554,6.0
17,0.73,10.8
18,0.77,11.7
19,0.4,2.75
20,0.7,5.91
21,0.41,2.8
22,0.58,6.75
