,x,y
0,-0.98,0.0
1,-0.94,0.0
2,-0.9,0.0
3,-0.86,0.1959183673469388
4,-0.82,0.0
5,-0.78,0.0
6,-0.74,0.1959183673469388
7,-0.7,0.0979591836734694
8,-0.66,0.1959183673469388
9,-0.62,0.0979591836734694
10,-0.58,0.0
11,-0.54,0.1959183673469388
12,-0.5,0.1959183673469388
13,-0.46,0.1959183673469388
14,-0.42,0.29387755102040813
15,-0.38,0.1959183673469388
16,-0.34,0.0979591836734694
17,-0.3,0.1959183673469388
18,-0.26,0.0979591836734694
19,-0.22,0.3918367346938776
20,-0.18,0.4897959183673469
21,-0.14,1.0775510204081633
22,-0.1,0.7836734693877552
23,-0.06,1.1755102040816325
24,-0.02,1.6653061224489796
25,0.02,3.5265306122448985
26,0.06,1.4693877551020407
27,0.1,3.4285714285714284
28,0.14,1.8612244897959185
29,0.18,1.0775510204081633
30,0.22,1.3714285714285714
31,0.26,1.273469387755102
32,0.3,0.29387755102040813
33,0.34,0.3918367346938776
34,0.38,0.1959183673469388
35,0.42,0.29387755102040813
36,0.46,0.3918367346938776
37,0.5,0.1959183673469388
38,0.54,0.0979591836734694
39,0.58,0.0979591836734694
40,0.62,0.0
41,0.66,0.0
42,0.7,0.0
43,0.74,0.0979591836734694
44,0.78,0.0
45,0.82,0.0
46,0.86,0.0
47,0.9,0.0979591836734694
48,0.94,0.0
49,0.98,0.0
