,x,y
0,1.0,36.64211790252021
1,1.2589254117941673,34.949692975869176
2,1.5848931924611136,32.73802950816611
3,1.9952623149688797,30.0914341748722
4,2.51188643150958,27.162622410771657
5,3.1622776601683795,24.129985151435548
6,3.981071705534973,21.152234129272784
7,5.011872336272724,18.34419965944461
8,6.309573444801933,15.774743042513053
9,7.943282347242816,13.47538227466635
10,10.0,11.451360043140376
11,12.589254117941675,9.69146275403217
12,15.848931924611142,8.1753485694804
13,19.952623149688797,6.87848302019274
14,25.11886431509581,5.775244584871365
15,31.622776601683793,4.840762723790835
16,39.810717055349734,4.05192217107933
17,50.11872336272725,3.387837653988615
18,63.09573444801933,2.83000310945382
19,79.43282347242817,2.36224893806766
20,100.0,1.9705930741638749
21,125.89254117941675,1.6430399690003699
22,158.48931924611142,1.3693607954537101
